x,gustaria,volveria
0,0.00764253318476124,0.002591239754329786
1,0.007833618149787303,0.002659949373563672
2,0.008004688303938096,0.0027206913510973885
3,0.00815529691239416,0.002773533202543524
4,0.008285275972625452,0.0028186954129822603
5,0.008394725932114424,0.002856534287047264
6,0.008483999254155113,0.0028875200576799964
7,0.008553678684419481,0.0029122113644979796
8,0.008604551243702732,0.0029312273866025106
9,0.008637579093438402,0.002945219015893386
10,0.008653868485611364,0.0029548404799313766
11,0.008654638015881679,0.002960722767569642
12,0.008641187349599311,0.002963450080474098
13,0.008614867489435006,0.00296354033848291
14,0.00857705350762287,0.0029614305196437084
15,0.008529120484644154,0.002957467332819894
16,0.008472423190304985,0.0029519034198500055
17,0.008408279824284881,0.002944898983793927
18,0.008337959913233564,0.002936528457496573
19,0.00826267625165849,0.0029267915783857882
20,0.008183580584464712,0.0029156280341253514
21,0.008101762568638158,0.002902934698972216
22,0.00801825142678151,0.002888584397984387
23,0.007934019620260654,0.002872445117054669
24,0.007849987826509367,0.0028543986186011375
25,0.0077670305030533415,0.0028343575195888104
26,0.007685981357432215,0.002812280031389574
27,0.007607638112855704,0.0027881817386289005
28,0.00753276605810525,0.002762143994078362
29,0.007462099989712549,0.002734318715816805
30,0.007396344287173151,0.0027049295786349755
31,0.0073361709999381144,0.0026742697824208325
32,0.007282215960669663,0.00264269674620244
33,0.0072350730658578945,0.0026106242099856207
34,0.007195286976509716,0.002578512322380265
35,0.007163344583620137,0.0025468563477675905
36,0.0071396656522958015,0.0025161746425575917
37,0.007124593102936493,0.0024869965285047504
38,0.007118383407428439,0.0024598506368063437
39,0.007121197573849281,0.0024352542162586225
40,0.007133093166816662,0.002413703799783484
41,0.007154017765407741,0.0023956675145684414
42,0.007183804200250928,0.0023815792104465035
43,0.007222167840111295,0.002371834477150195
44,0.007268706120346448,0.0023667885309928516
45,0.007322900425193579,0.002366755881279057
46,0.007384120356792779,0.0023720116405579485
47,0.0074516303495243,0.0023827943229263768
48,0.007524598521223947,0.0023993099810416104
49,0.007602107595073016,0.002421737563185228
50,0.007683167678513423,0.00245023542235811
51,0.007766730648700051,0.002484948973774162
52,0.007851705867336512,0.002526019567395328
53,0.00793697693027272,0.002573594709215162
54,0.008021419147395438,0.0026278398190282657
55,0.008103917444426442,0.0026889517434196047
56,0.008183384378280267,0.002757174241166202
57,0.0082587779598924,0.0028328156158128814
58,0.008329118981335096,0.0029162685803636344
59,0.00839350754648084,0.0030080322978797928
60,0.008451138505847057,0.003108736348515953
61,0.008501315496637591,0.003219166131171568
62,0.008543463289017176,0.0033402889236850146
63,0.008577138140645587,0.003473279511058074
64,0.008602035865291324,0.0036195439628514806
65,0.008617997330215099,0.0037807398192511313
66,0.008625011113421671,0.003958790654847916
67,0.008623213078388575,0.004155892757303629
68,0.008612882662764861,0.004374511513859763
69,0.008594435730676257,0.0046173650711595704
70,0.008568413906797986,0.0048873929501521765
71,0.008535470394566645,0.0051877075806423326
72,0.008496352379916992,0.005521527185283273
73,0.008451880233805577,0.005892089097163517
74,0.008402923848224999,0.006302543433732528
75,0.008350376567052384,0.0067558280544471475
76,0.008295127299438083,0.007254526867419349
77,0.008238031523181142,0.007800714773961756
78,0.00817988199192087,0.008395793787774327
79,0.00812138004587704,0.009040326064255984
80,0.008063108484650838,0.009733870643251478
81,0.008005506986137586,0.010474831559858996
82,0.007948851043021468,0.011260325528846777
83,0.007893235334237662,0.012086077583156253
84,0.007838562351782626,0.012946352785046876
85,0.0077845369640166745,0.013833931390116261
86,0.007730667418191626,0.014740133616942964
87,0.007676273072721365,0.015654898476698775
88,0.007620498911271957,0.016566918999267356
89,0.007562336635545178,0.017463833739733734
90,0.007500651872751936,0.018332471776527633
91,0.007434216779105965,0.019159145659873627
92,0.007361747084598193,0.019929984093521355
93,0.007281942418841051,0.020631293698194567
94,0.007193528593774027,0.021249937172098377
95,0.0070953004058758005,0.021773713676715798
96,0.006986163465072444,0.02219172645266027
97,0.006865173564080331,0.022494722591371107
98,0.006731572171570339,0.02267539059045233
99,0.00658481676317451,0.022728602791098968
100,0.006424604890835038,0.022651591973372926
